name,records,distance
Annamae  ,1,56.45741795111236
Evon  ,1,89.72796838946728
Saul  ,1,54.97213704554199
Brittny  ,1,81.55419734072635
Adah  ,1,31.50460762163475
Jolene  ,1,96.24185003919752
Dorris  ,1,90.00224725742588
Anika  ,2,101.4885303587757
Tamesha  ,1,95.52312659229092
Barbera  ,1,67.65142994599755
Todd  ,2,116.55760227207247
Candi  ,1,38.05972609703902
Aisha  ,1,0.47729033964430956
Cherish  ,1,37.646664371128466
Morris  ,1,49.804529476994205
Bud  ,1,35.37844876083279
Tu  ,1,41.774384153147516
Hien  ,2,55.64961482450003
Caprice  ,1,91.18277043349924
Portia  ,1,80.91134248406348
Else  ,1,57.039371323210005
Alison  ,2,157.3842708661651
Elvis  ,1,19.09313876076233
Grayce  ,2,67.33911449024241
January  ,1,96.24998571737522
Lilla  ,1,98.93574705367595
Sammy  ,1,88.31684774607153
Zana  ,1,51.419435037288544
Caterina  ,1,22.13571373383374
Joie  ,1,72.65091935248262
Ariana  ,2,89.1183126115829
Willena  ,1,93.06683499376203
Tory  ,1,6.56146941172252
Pearle  ,1,45.628649807320556
Cheryl  ,1,57.47534115254157
Bok  ,1,94.04256842590738
Zulma  ,1,25.359602127785365
Ronda  ,3,174.8104928339312
Mattie  ,1,32.700524167453224
Gustavo  ,1,99.0004727958041
Kimberly  ,1,22.52018747429807
Minerva  ,1,28.224287512241297
Glynis  ,3,205.82148177564366
Elanor  ,1,99.46298568823119
Jule  ,2,101.4296707024863
Britteny  ,1,48.819290381898625
Willis  ,2,31.398678901520718
Scot  ,2,45.709630514050716
Julie  ,2,108.48873676839303
Lyle  ,1,2.7385055668669556
Tova  ,1,58.83353293140433
Alleen  ,1,68.2332349766058
Joella  ,1,86.95319540594288
Keith  ,1,96.68498638781651
Lilia  ,1,31.473771844993937
Jeane  ,1,51.53334418209406
Stefani  ,1,22.880846229492548
Troy  ,1,76.03752287171916
Tressa  ,1,30.545216971342704
Rasheeda  ,1,68.56779933274393
Timika  ,1,14.878389224679523
Aleen  ,1,62.36551501342147
Ignacia  ,2,88.37517282460189
Aleisha  ,2,96.04762688620413
Johnathon  ,1,93.43031757460761
Cathleen  ,1,28.158441617086083
Ruthie  ,1,50.49043184424844
Tamara  ,1,31.830442227853496
Leatha  ,1,83.93849849605111
Anna  ,1,4.703898368884141
Kenna  ,1,63.099909047956125
Minnie  ,1,70.74844623586964
Brenda  ,1,53.0062017882034
Michele  ,1,73.47501913405833
Brenton  ,1,69.28711690800564
Will  ,1,11.6935319799931
Cecil  ,1,24.88082274794593
Angelique  ,1,75.45996541409725
Charla  ,1,18.516823708641795
Sherman  ,2,71.86832598456861
Theressa  ,1,22.217448787507287
Temple  ,1,45.21807262937087
Randell  ,2,136.04042189637357
Merna  ,1,92.09344227112042
Weston  ,1,61.63166638007615
Angie  ,1,68.89619055396682
Celinda  ,2,43.17925636758893
Robin  ,1,69.41558964256603
Angelyn  ,1,66.38229422811833
Lavonna  ,1,85.5098041493159
Delmar  ,1,68.71820799323854
Marsha  ,1,72.1964877560869
Stefany  ,1,68.7045778394037
Hillary  ,1,12.643596512808198
Kory  ,1,83.03832364181875
Jon  ,1,83.48559934571362
Florentina  ,2,91.24540545054981
Alex  ,1,0.057889446920667
Hyon  ,1,23.6303704566749
Tianna  ,1,38.62427681024209
Enda  ,1,13.53530396153979
Jack  ,1,78.34077691654097
Marvis  ,1,73.56545475641923
Chassidy  ,1,54.154806422232625
Mendy  ,2,145.54494226628861
Diann  ,1,70.5973026031542
Fannie  ,2,104.62446768042037
Kindra  ,1,11.226623249577505
Alda  ,2,19.416506556330315
Ligia  ,1,97.75631619104068
Theodore  ,1,5.890470909712975
Hyacinth  ,2,106.48017677356921
Aurelio  ,1,76.13651017372642
Bulah  ,1,52.04088764495194
Lenora  ,1,19.109425307963935
Janean  ,1,65.05650803832701
Dotty  ,1,57.37144154166741
Tonita  ,1,6.1235778018224885
Daniele  ,1,60.02829483303842
Annie  ,1,51.193342220981286
Charline  ,1,12.586001107417378
Vincenza  ,1,4.4954291025060655
Aracelis  ,1,63.143463090485085
Francine  ,1,27.030379652010716
Kevin  ,2,53.61362546922283
Marquis  ,1,59.679741076154144
Peggy  ,1,75.899577866488
Son  ,1,87.08793726058288
Noel  ,1,65.12497507692817
Russell  ,1,25.11858251626743
Myrna  ,1,93.28028958400368
Johnathan  ,1,62.32402153603943
Georgette  ,1,5.3484736380350455
Trenton  ,1,79.4348711583922
Christen  ,1,85.5911766319278
Leida  ,1,77.83699253677142
Dorthy  ,1,55.29177712246499
Mauro  ,1,87.05717396772992
Mozella  ,2,144.10146664956457
Phoebe  ,1,91.68048609833508
Vickie  ,1,26.48749299336425
Shaniqua  ,1,66.16417778586016
Wilton  ,1,61.6639972137757
Dorothy  ,1,49.36259990964873
Alysa  ,1,98.35541444688721
Nieves  ,2,96.15867525267976
Felicidad  ,1,97.82602692067279
Jamison  ,2,99.49733588378797
Austin  ,1,37.36302268084969
Dominque  ,1,78.48974716939793
Merrilee  ,1,89.64133946713402
Sanjuana  ,1,39.745043588519295
Nerissa  ,1,47.21032813458707
Pearl  ,1,9.334904724229109
Beatris  ,1,18.034744804019287
Felipa  ,1,98.51181809795513
Felix  ,1,36.84757865198278
Pamella  ,1,34.9861233809025
Annelle  ,1,74.95711775037958
Judi  ,1,7.8316045879618486
Arletha  ,1,12.886012843320415
Thomasena  ,2,174.58507693298964
Minda  ,1,33.55128402089021
Hosea  ,1,8.505615531728882
Alonso  ,1,33.818368737119606
Velva  ,1,39.3875674313497
Andera  ,1,44.49782771041087
Kendall  ,1,86.10258614892639
Jacelyn  ,1,47.69925319297018
Beverley  ,1,45.901181700100636
Geralyn  ,1,29.936866301688404
